vid,file_path,source,x1,y1,x2,y2,frame_width,frame_height,detection_rate,num_sampled_frames,num_detected_frames,failed,error
9FlJ6A2VtHE-00:07:11.197-00:07:16.702,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.11.197-00.07.16.702.mp4,openasl,0,26,1196,1080,1196,1080,1.0,29,29,False,
9FlJ6A2VtHE-00:07:16.702-00:07:21.473,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.16.702-00.07.21.473.mp4,openasl,0,86,1182,1080,1182,1080,1.0,25,25,False,
9FlJ6A2VtHE-00:07:21.473-00:07:27.012,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.21.473-00.07.27.012.mp4,openasl,0,37,1136,1080,1136,1080,1.0,29,29,False,
9FlJ6A2VtHE-00:07:27.012-00:07:30.483,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.27.012-00.07.30.483.mp4,openasl,0,55,1128,1080,1128,1080,1.0,18,18,False,
9FlJ6A2VtHE-00:07:40.660-00:07:47.033,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.40.660-00.07.47.033.mp4,openasl,0,0,1242,1080,1242,1080,1.0,33,33,False,
9FlJ6A2VtHE-00:07:47.033-00:07:52.338,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.47.033-00.07.52.338.mp4,openasl,0,51,1190,1080,1190,1080,1.0,28,28,False,
9FlJ6A2VtHE-00:07:52.338-00:07:56.209,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.52.338-00.07.56.209.mp4,openasl,0,0,1156,1080,1156,1080,1.0,20,20,False,
9FlJ6A2VtHE-00:07:56.209-00:07:59.978,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.56.209-00.07.59.978.mp4,openasl,0,1,1164,1080,1164,1080,1.0,20,20,False,
9FlJ6A2VtHE-00:07:59.978-00:08:05.017,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.07.59.978-00.08.05.017.mp4,openasl,0,0,1026,1080,1026,1080,1.0,26,26,False,
9FlJ6A2VtHE-00:08:05.017-00:08:09.456,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.08.05.017-00.08.09.456.mp4,openasl,0,0,1048,1080,1048,1080,1.0,23,23,False,
9FlJ6A2VtHE-00:08:09.456-00:08:15.461,D:\OpenASL\raw_videos_clipped\train\9FlJ6A2VtHE-00.08.09.456-00.08.15.461.mp4,openasl,0,0,1046,1080,1046,1080,1.0,31,31,False,
9GhUO_jopI0-00:00:08.160-00:00:10.000,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.00.08.160-00.00.10.000.mp4,openasl,0,46,746,720,746,720,1.0,10,10,False,
9GhUO_jopI0-00:00:10.000-00:00:13.759,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.00.10.000-00.00.13.759.mp4,openasl,0,36,714,720,714,720,1.0,20,20,False,
9GhUO_jopI0-00:00:15.859-00:00:19.339,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.00.15.859-00.00.19.339.mp4,openasl,0,22,680,720,680,720,1.0,19,19,False,
9GhUO_jopI0-00:01:18.620-00:01:25.840,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.01.18.620-00.01.25.840.mp4,openasl,0,52,390,472,390,488,1.0,37,37,False,
9GhUO_jopI0-00:01:46.120-00:01:53.120,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.01.46.120-00.01.53.120.mp4,openasl,0,45,394,487,394,490,1.0,36,36,False,
9GhUO_jopI0-00:05:54.439-00:06:00.040,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.05.54.439-00.06.00.040.mp4,openasl,0,47,376,455,376,460,1.0,29,29,False,
9GhUO_jopI0-00:07:42.319-00:07:48.959,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.07.42.319-00.07.48.959.mp4,openasl,0,56,394,472,394,486,1.0,34,34,False,
9GhUO_jopI0-00:09:04.279-00:09:11.200,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.09.04.279-00.09.11.200.mp4,openasl,0,51,374,456,374,456,1.0,36,36,False,
9GhUO_jopI0-00:09:11.200-00:09:18.960,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.09.11.200-00.09.18.960.mp4,openasl,0,43,390,478,390,478,1.0,40,40,False,
9GhUO_jopI0-00:09:23.080-00:09:25.539,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.09.23.080-00.09.25.539.mp4,openasl,0,65,416,481,416,512,1.0,13,13,False,
9GhUO_jopI0-00:09:40.639-00:09:44.360,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.09.40.639-00.09.44.360.mp4,openasl,0,51,390,450,390,450,1.0,20,20,False,
9GhUO_jopI0-00:09:58.730-00:10:00.197,D:\OpenASL\raw_videos_clipped\train\9GhUO_jopI0-00.09.58.730-00.10.00.197.mp4,openasl,0,65,406,470,406,498,1.0,8,8,False,
9HApTTCD_ZA-00:00:49.799-00:00:51.200,D:\OpenASL\raw_videos_clipped\train\9HApTTCD_ZA-00.00.49.799-00.00.51.200.mp4,openasl,0,0,1000,1080,1000,1080,1.0,8,8,False,
9HApTTCD_ZA-00:01:06.200-00:01:13.319,D:\OpenASL\raw_videos_clipped\train\9HApTTCD_ZA-00.01.06.200-00.01.13.319.mp4,openasl,0,0,1008,1080,1008,1080,1.0,37,37,False,
9HApTTCD_ZA-00:02:07.159-00:02:15.039,D:\OpenASL\raw_videos_clipped\train\9HApTTCD_ZA-00.02.07.159-00.02.15.039.mp4,openasl,0,0,1030,1080,1030,1080,1.0,41,41,False,
9HApTTCD_ZA-00:02:15.039-00:02:20.039,D:\OpenASL\raw_videos_clipped\train\9HApTTCD_ZA-00.02.15.039-00.02.20.039.mp4,openasl,0,0,1026,1080,1026,1080,1.0,26,26,False,
9HApTTCD_ZA-00:02:20.039-00:02:25.120,D:\OpenASL\raw_videos_clipped\train\9HApTTCD_ZA-00.02.20.039-00.02.25.120.mp4,openasl,0,0,1020,1080,1020,1080,1.0,27,27,False,
9MBFq3hQGB0-00:00:27.160-00:00:34.880,D:\OpenASL\raw_videos_clipped\train\9MBFq3hQGB0-00.00.27.160-00.00.34.880.mp4,openasl,0,12,930,1080,930,1080,1.0,40,40,False,
9MBFq3hQGB0-00:03:10.240-00:03:16.840,D:\OpenASL\raw_videos_clipped\train\9MBFq3hQGB0-00.03.10.240-00.03.16.840.mp4,openasl,0,47,934,1080,934,1080,1.0,34,34,False,
9MBFq3hQGB0-00:04:22.040-00:04:28.120,D:\OpenASL\raw_videos_clipped\train\9MBFq3hQGB0-00.04.22.040-00.04.28.120.mp4,openasl,0,0,980,1080,980,1080,1.0,32,32,False,
9MBFq3hQGB0-00:04:28.120-00:04:30.439,D:\OpenASL\raw_videos_clipped\train\9MBFq3hQGB0-00.04.28.120-00.04.30.439.mp4,openasl,0,40,980,1080,980,1080,1.0,13,13,False,
9MBFq3hQGB0-00:04:30.439-00:04:32.720,D:\OpenASL\raw_videos_clipped\train\9MBFq3hQGB0-00.04.30.439-00.04.32.720.mp4,openasl,0,49,980,1080,980,1080,1.0,12,12,False,
9Oj4WYiljqs-00:00:09.580-00:00:11.240,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.00.09.580-00.00.11.240.mp4,openasl,0,153,930,1074,930,1074,1.0,9,9,False,
9Oj4WYiljqs-00:00:11.240-00:00:14.960,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.00.11.240-00.00.14.960.mp4,openasl,0,140,938,1080,938,1080,1.0,20,20,False,
9Oj4WYiljqs-00:00:17.640-00:00:21.239,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.00.17.640-00.00.21.239.mp4,openasl,0,130,912,1078,912,1078,1.0,19,19,False,
9Oj4WYiljqs-00:01:13.680-00:01:21.239,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.01.13.680-00.01.21.239.mp4,openasl,0,43,510,582,510,582,1.0,39,39,False,
9Oj4WYiljqs-00:04:33.920-00:04:41.639,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.04.33.920-00.04.41.639.mp4,openasl,0,47,496,578,496,578,1.0,40,40,False,
9Oj4WYiljqs-00:06:03.079-00:06:07.920,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.06.03.079-00.06.07.920.mp4,openasl,0,57,504,578,504,578,1.0,25,25,False,
9Oj4WYiljqs-00:14:24.000-00:14:27.440,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.14.24.000-00.14.27.440.mp4,openasl,0,66,534,640,534,640,1.0,18,18,False,
9Oj4WYiljqs-00:14:45.595-00:14:47.419,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.14.45.595-00.14.47.419.mp4,openasl,0,65,544,650,544,650,1.0,10,10,False,
9Oj4WYiljqs-00:14:47.419-00:14:50.158,D:\OpenASL\raw_videos_clipped\train\9Oj4WYiljqs-00.14.47.419-00.14.50.158.mp4,openasl,0,70,534,642,534,642,1.0,15,15,False,
9Q2I3rdlDGI-00:00:00.400-00:00:04.540,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.00.400-00.00.04.540.mp4,openasl,0,0,918,1080,918,1080,1.0,22,22,False,
9Q2I3rdlDGI-00:00:04.540-00:00:11.460,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.04.540-00.00.11.460.mp4,openasl,0,0,1066,1080,1066,1080,1.0,36,36,False,
9Q2I3rdlDGI-00:00:11.460-00:00:17.300,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.11.460-00.00.17.300.mp4,openasl,0,0,1050,1080,1050,1080,1.0,30,30,False,
9Q2I3rdlDGI-00:00:17.300-00:00:22.640,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.17.300-00.00.22.640.mp4,openasl,0,0,918,1080,918,1080,1.0,28,28,False,
9Q2I3rdlDGI-00:00:22.640-00:00:29.199,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.22.640-00.00.29.199.mp4,openasl,0,0,892,1080,892,1080,1.0,34,34,False,
9Q2I3rdlDGI-00:00:29.199-00:00:35.960,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.29.199-00.00.35.960.mp4,openasl,0,12,898,1080,898,1080,1.0,35,35,False,
9Q2I3rdlDGI-00:00:35.960-00:00:40.259,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.35.960-00.00.40.259.mp4,openasl,0,20,880,1035,880,1080,1.0,23,23,False,
9Q2I3rdlDGI-00:00:40.259-00:00:44.420,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.40.259-00.00.44.420.mp4,openasl,0,25,850,1051,850,1080,1.0,22,22,False,
9Q2I3rdlDGI-00:00:52.759-00:00:54.179,D:\OpenASL\raw_videos_clipped\train\9Q2I3rdlDGI-00.00.52.759-00.00.54.179.mp4,openasl,0,16,902,1080,902,1080,1.0,8,8,False,
9SdgcJ3CItw-00:00:27.480-00:00:30.059,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.27.480-00.00.30.059.mp4,openasl,0,0,976,1080,976,1080,1.0,14,14,False,
9SdgcJ3CItw-00:00:30.059-00:00:37.179,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.30.059-00.00.37.179.mp4,openasl,0,0,992,1080,992,1080,1.0,37,37,False,
9SdgcJ3CItw-00:00:37.179-00:00:43.137,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.37.179-00.00.43.137.mp4,openasl,0,0,984,1080,984,1080,1.0,31,31,False,
9SdgcJ3CItw-00:00:43.137-00:00:47.200,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.43.137-00.00.47.200.mp4,openasl,0,0,964,1080,964,1080,1.0,21,21,False,
9SdgcJ3CItw-00:00:47.200-00:00:53.060,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.47.200-00.00.53.060.mp4,openasl,0,7,970,1080,970,1080,1.0,30,30,False,
9SdgcJ3CItw-00:00:53.060-00:00:57.920,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.53.060-00.00.57.920.mp4,openasl,0,0,980,1080,980,1080,1.0,25,25,False,
9SdgcJ3CItw-00:00:57.920-00:01:00.280,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.00.57.920-00.01.00.280.mp4,openasl,32,0,964,1080,964,1080,1.0,13,13,False,
9SdgcJ3CItw-00:01:17.819-00:01:20.280,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.17.819-00.01.20.280.mp4,openasl,59,0,1022,1080,1022,1080,1.0,13,13,False,
9SdgcJ3CItw-00:01:21.000-00:01:24.666,D:\OpenASL\raw_videos_clipped\val\9SdgcJ3CItw-00.01.21.000-00.01.24.666.mp4,openasl,0,0,998,1080,998,1080,1.0,19,19,False,
9SdgcJ3CItw-00:01:25.140-00:01:30.540,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.25.140-00.01.30.540.mp4,openasl,0,0,1006,1080,1006,1080,1.0,28,28,False,
9SdgcJ3CItw-00:01:30.540-00:01:34.379,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.30.540-00.01.34.379.mp4,openasl,0,0,998,1080,998,1080,1.0,20,20,False,
9SdgcJ3CItw-00:01:34.379-00:01:35.799,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.34.379-00.01.35.799.mp4,openasl,62,38,1032,1080,1032,1080,1.0,8,8,False,
9SdgcJ3CItw-00:01:35.799-00:01:39.480,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.35.799-00.01.39.480.mp4,openasl,0,13,1032,1080,1032,1080,1.0,19,19,False,
9SdgcJ3CItw-00:01:39.480-00:01:43.980,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.39.480-00.01.43.980.mp4,openasl,7,0,1002,1080,1002,1080,1.0,24,24,False,
9SdgcJ3CItw-00:01:43.980-00:01:49.420,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.43.980-00.01.49.420.mp4,openasl,0,0,960,1080,960,1080,1.0,28,28,False,
9SdgcJ3CItw-00:01:49.420-00:01:52.700,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.49.420-00.01.52.700.mp4,openasl,19,27,948,1080,948,1080,1.0,18,18,False,
9SdgcJ3CItw-00:01:52.700-00:01:57.060,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.52.700-00.01.57.060.mp4,openasl,0,0,998,1080,998,1080,1.0,23,23,False,
9SdgcJ3CItw-00:01:57.060-00:01:59.579,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.57.060-00.01.59.579.mp4,openasl,0,0,968,1080,968,1080,1.0,14,14,False,
9SdgcJ3CItw-00:01:59.579-00:02:02.040,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.01.59.579-00.02.02.040.mp4,openasl,0,9,984,1080,984,1080,1.0,13,13,False,
9SdgcJ3CItw-00:02:02.040-00:02:04.760,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.02.02.040-00.02.04.760.mp4,openasl,0,0,968,1080,968,1080,1.0,15,15,False,
9SdgcJ3CItw-00:02:04.760-00:02:07.159,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.02.04.760-00.02.07.159.mp4,openasl,0,3,966,1080,966,1080,1.0,13,13,False,
9SdgcJ3CItw-00:02:07.159-00:02:13.479,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.02.07.159-00.02.13.479.mp4,openasl,0,0,978,1080,978,1080,1.0,33,33,False,
9SdgcJ3CItw-00:02:17.280-00:02:23.460,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.02.17.280-00.02.23.460.mp4,openasl,0,0,978,1080,978,1080,1.0,32,32,False,
9SdgcJ3CItw-00:02:50.719-00:02:57.439,D:\OpenASL\raw_videos_clipped\train\9SdgcJ3CItw-00.02.50.719-00.02.57.439.mp4,openasl,0,0,986,1080,986,1080,1.0,35,35,False,
9StVBqwqP0Q-00:00:42.700-00:00:45.252,D:\OpenASL\raw_videos_clipped\train\9StVBqwqP0Q-00.00.42.700-00.00.45.252.mp4,openasl,0,104,598,688,598,720,1.0,14,14,False,
9StVBqwqP0Q-00:00:45.252-00:00:49.140,D:\OpenASL\raw_videos_clipped\train\9StVBqwqP0Q-00.00.45.252-00.00.49.140.mp4,openasl,0,82,600,720,600,720,1.0,20,20,False,
9StVBqwqP0Q-00:00:50.810-00:00:53.350,D:\OpenASL\raw_videos_clipped\train\9StVBqwqP0Q-00.00.50.810-00.00.53.350.mp4,openasl,0,95,604,672,604,720,1.0,14,14,False,
9TWvWwI3jG4-00:00:03.290-00:00:06.083,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.00.03.290-00.00.06.083.mp4,openasl,0,3,920,1080,920,1080,1.0,15,15,False,
9TWvWwI3jG4-00:00:06.083-00:00:09.307,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.00.06.083-00.00.09.307.mp4,openasl,0,4,912,1080,912,1080,1.0,17,17,False,
9TWvWwI3jG4-00:00:09.307-00:00:11.291,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.00.09.307-00.00.11.291.mp4,openasl,0,11,912,1080,912,1080,1.0,11,11,False,
9TWvWwI3jG4-00:01:00.582-00:01:06.082,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.01.00.582-00.01.06.082.mp4,openasl,0,0,954,1080,954,1080,1.0,29,29,False,
9TWvWwI3jG4-00:03:04.040-00:03:10.915,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.03.04.040-00.03.10.915.mp4,openasl,0,0,942,1080,942,1080,1.0,36,36,False,
9TWvWwI3jG4-00:03:48.750-00:03:50.957,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.03.48.750-00.03.50.957.mp4,openasl,0,0,938,1080,938,1080,1.0,12,12,False,
9TWvWwI3jG4-00:05:55.665-00:06:00.250,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.05.55.665-00.06.00.250.mp4,openasl,0,0,938,1080,938,1080,1.0,24,24,False,
9TWvWwI3jG4-00:06:23.208-00:06:30.958,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.06.23.208-00.06.30.958.mp4,openasl,0,0,938,1080,938,1080,1.0,40,40,False,
9TWvWwI3jG4-00:06:59.790-00:07:04.290,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.06.59.790-00.07.04.290.mp4,openasl,0,0,944,1080,944,1080,1.0,24,24,False,
9TWvWwI3jG4-00:07:42.208-00:07:46.790,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.07.42.208-00.07.46.790.mp4,openasl,0,0,952,1080,952,1080,1.0,24,24,False,
9TWvWwI3jG4-00:07:46.790-00:07:49.540,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.07.46.790-00.07.49.540.mp4,openasl,0,0,950,1080,950,1080,0.9333333333333332,15,14,False,
9TWvWwI3jG4-00:08:28.290-00:08:33.207,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.08.28.290-00.08.33.207.mp4,openasl,0,0,942,1080,942,1080,1.0,26,26,False,
9TWvWwI3jG4-00:08:33.207-00:08:40.332,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.08.33.207-00.08.40.332.mp4,openasl,0,0,938,1080,938,1080,1.0,37,37,False,
9TWvWwI3jG4-00:13:04.916-00:13:07.875,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.13.04.916-00.13.07.875.mp4,openasl,0,0,942,1080,942,1080,1.0,16,16,False,
9TWvWwI3jG4-00:14:32.541-00:14:34.375,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.14.32.541-00.14.34.375.mp4,openasl,0,0,958,1080,958,1080,1.0,10,10,False,
9TWvWwI3jG4-00:15:02.416-00:15:03.875,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.15.02.416-00.15.03.875.mp4,openasl,0,0,944,1080,944,1080,1.0,8,8,False,
9TWvWwI3jG4-00:15:59.250-00:16:04.500,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.15.59.250-00.16.04.500.mp4,openasl,0,0,956,1080,956,1080,1.0,27,27,False,
9TWvWwI3jG4-00:16:06.456-00:16:08.191,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.16.06.456-00.16.08.191.mp4,openasl,0,6,928,1080,928,1080,1.0,10,10,False,
9TWvWwI3jG4-00:16:08.191-00:16:11.500,D:\OpenASL\raw_videos_clipped\train\9TWvWwI3jG4-00.16.08.191-00.16.11.500.mp4,openasl,0,0,924,1080,924,1080,1.0,18,18,False,
9VviAP3FNv4-00:00:05.533-00:00:13.500,D:\OpenASL\raw_videos_clipped\val\9VviAP3FNv4-00.00.05.533-00.00.13.500.mp4,openasl,0,5,546,480,546,480,1.0,41,41,False,
9VviAP3FNv4-00:00:14.000-00:00:20.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.00.14.000-00.00.20.000.mp4,openasl,0,8,556,480,556,480,1.0,31,31,False,
9VviAP3FNv4-00:00:21.366-00:00:28.700,D:\OpenASL\raw_videos_clipped\test\9VviAP3FNv4-00.00.21.366-00.00.28.700.mp4,openasl,0,0,550,480,550,480,1.0,38,38,False,
9VviAP3FNv4-00:00:31.366-00:00:36.200,D:\OpenASL\raw_videos_clipped\val\9VviAP3FNv4-00.00.31.366-00.00.36.200.mp4,openasl,0,24,536,480,536,480,1.0,25,25,False,
9VviAP3FNv4-00:00:35.100-00:00:41.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.00.35.100-00.00.41.000.mp4,openasl,0,19,546,480,546,480,1.0,31,31,False,
9VviAP3FNv4-00:00:41.000-00:00:47.793,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.00.41.000-00.00.47.793.mp4,openasl,0,11,514,480,514,480,1.0,35,35,False,
9VviAP3FNv4-00:00:49.000-00:00:56.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.00.49.000-00.00.56.000.mp4,openasl,0,0,528,480,528,480,1.0,36,36,False,
9VviAP3FNv4-00:00:57.573-00:01:04.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.00.57.573-00.01.04.000.mp4,openasl,0,0,544,480,544,480,1.0,33,33,False,
9VviAP3FNv4-00:01:04.000-00:01:09.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.04.000-00.01.09.000.mp4,openasl,0,0,546,480,546,480,1.0,26,26,False,
9VviAP3FNv4-00:01:09.000-00:01:13.378,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.09.000-00.01.13.378.mp4,openasl,0,4,560,480,560,480,1.0,23,23,False,
9VviAP3FNv4-00:01:13.378-00:01:15.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.13.378-00.01.15.000.mp4,openasl,11,17,568,480,568,480,1.0,9,9,False,
9VviAP3FNv4-00:01:22.000-00:01:29.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.22.000-00.01.29.000.mp4,openasl,29,23,774,480,774,480,1.0,36,36,False,
9VviAP3FNv4-00:01:31.957-00:01:36.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.31.957-00.01.36.000.mp4,openasl,0,24,738,480,738,480,1.0,21,21,False,
9VviAP3FNv4-00:01:36.000-00:01:41.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.36.000-00.01.41.000.mp4,openasl,78,20,762,480,762,480,1.0,26,26,False,
9VviAP3FNv4-00:01:54.000-00:01:58.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.54.000-00.01.58.000.mp4,openasl,0,0,400,480,400,480,1.0,21,21,False,
9VviAP3FNv4-00:01:58.000-00:02:03.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.01.58.000-00.02.03.000.mp4,openasl,0,0,398,480,398,480,1.0,26,26,False,
9VviAP3FNv4-00:02:03.000-00:02:08.467,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.02.03.000-00.02.08.467.mp4,openasl,0,0,392,480,392,480,1.0,28,28,False,
9VviAP3FNv4-00:02:08.467-00:02:11.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.02.08.467-00.02.11.000.mp4,openasl,0,0,392,480,392,480,1.0,14,14,False,
9VviAP3FNv4-00:02:51.580-00:02:57.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.02.51.580-00.02.57.000.mp4,openasl,0,91,446,456,446,456,1.0,28,28,False,
9VviAP3FNv4-00:03:09.294-00:03:16.570,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.03.09.294-00.03.16.570.mp4,openasl,0,10,402,480,402,480,1.0,37,37,False,
9VviAP3FNv4-00:03:16.865-00:03:19.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.03.16.865-00.03.19.000.mp4,openasl,0,32,396,480,396,480,1.0,12,12,False,
9VviAP3FNv4-00:03:19.000-00:03:26.217,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.03.19.000-00.03.26.217.mp4,openasl,0,13,396,480,396,480,1.0,37,37,False,
9VviAP3FNv4-00:03:26.217-00:03:30.000,D:\OpenASL\raw_videos_clipped\train\9VviAP3FNv4-00.03.26.217-00.03.30.000.mp4,openasl,0,27,386,480,386,480,1.0,20,20,False,
9WDtyHX4aE0-00:00:37.337-00:00:42.075,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.00.37.337-00.00.42.075.mp4,openasl,0,0,1046,1080,1046,1080,1.0,25,25,False,
9WDtyHX4aE0-00:00:42.075-00:00:43.609,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.00.42.075-00.00.43.609.mp4,openasl,0,0,1058,1080,1058,1080,1.0,9,9,False,
9WDtyHX4aE0-00:00:52.085-00:00:56.689,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.00.52.085-00.00.56.689.mp4,openasl,0,83,1158,1080,1178,1080,1.0,24,24,False,
9WDtyHX4aE0-00:00:56.689-00:00:58.991,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.00.56.689-00.00.58.991.mp4,openasl,0,88,1256,1080,1256,1080,1.0,13,13,False,
9WDtyHX4aE0-00:00:58.991-00:01:01.795,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.00.58.991-00.01.01.795.mp4,openasl,0,0,1294,1080,1294,1080,1.0,15,15,False,
9WDtyHX4aE0-00:01:01.795-00:01:04.864,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.01.01.795-00.01.04.864.mp4,openasl,0,122,1380,1080,1380,1080,1.0,16,16,False,
9WDtyHX4aE0-00:01:22.683-00:01:27.587,D:\OpenASL\raw_videos_clipped\train\9WDtyHX4aE0-00.01.22.683-00.01.27.587.mp4,openasl,0,109,1201,1080,1242,1080,1.0,26,26,False,
